HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017,2018
34, Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..
23, Luxembourg,..,..,..,..,..,..,..,..,..,..,..,..,..
37, Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..
8, Netherlands,..,..,..,..,..,..,..,..,..,..,..,..,..
1, Norway,..,..,..,..,..,..,..,..,..,..,..,..,..
14, New Zealand,..,..,..,..,..,..,..,..,..,..,..,..,..
35, Poland,..,..,..,..,..,..,..,..,..,..,..,..,..
38, Portugal,..,..,..,..,..,..,..,..,..,..,..,..,..
49, Romania,..,..,..,..,..,..,..,..,..,..,..,..,..
52, Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..
39, Slovakia,..,..,..,..,..,..,..,..,..,..,..,..,..
7, Sweden,..,..,..,..,..,..,..,..,..,..,..,..,..
17, United States,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,..,..,..,..,..
